read_idx,type,end_pos
11637,3,520
11638,3,8
11647,3,7
11648,3,7
11653,2,803
11666,1,16
11671,2,7
11678,3,822
11680,2,770
13265,3,666
13269,2,391
13270,2,484
13271,3,7
13273,2,453
13274,3,17
13277,3,449
13278,1,101
13282,2,552
13284,1,11
13569,1,314
13570,3,808
13939,1,11
13947,1,209
13948,3,822
13949,3,786
13956,3,805
13957,1,5
14474,2,24
14475,3,7
14480,1,8
14481,3,8
14484,2,654
15030,1,7
15035,2,398
15036,2,822
15037,2,481
15043,3,946
15045,2,522
15050,2,622
15052,2,675
15481,1,86
15485,2,10
15488,1,482
15489,3,11
15692,3,572
15827,3,15
16025,2,830
16373,2,92
16532,1,7
16832,1,8
16833,3,177
16932,2,547
17006,2,25
17007,1,27
17157,3,339
17161,2,721
17228,2,92
17455,1,516
17574,3,817
18079,1,101
18130,3,50
18281,3,54
18283,3,455
18461,2,570
18462,3,58
18610,2,581
18783,3,480
18904,3,821
18907,2,323
18908,3,357
18910,2,484
19086,1,554
19088,2,564
19326,3,68
19467,2,98
19507,1,7
19585,2,80
19644,1,103
19989,3,84
20444,3,112
20526,2,481
20556,3,95
20639,1,93
20665,3,98
20709,1,103
20711,1,523
20747,1,820
20781,1,99
20782,3,102
20845,1,216
20914,3,822
20965,2,480
21145,2,690
21147,2,665
21380,2,116
21700,2,648
21704,1,665
22163,2,148
22164,3,140
22198,2,141
22317,3,819
22373,1,168
22475,1,214
22534,1,168
22535,2,182
22621,3,822
22789,3,822
22826,3,161
22857,1,203
22947,3,441
23044,1,519
23062,3,181
23177,3,186
23300,1,186
23406,3,175
23455,2,876
23551,2,691
23652,3,546
23653,1,186
23750,3,203
24227,2,562
24251,1,561
24282,3,220
24424,3,190
24425,2,263
24661,1,232
24726,1,323
24779,1,169
24836,3,234
24894,3,517
24975,3,946
25013,3,519
25035,2,499
25318,2,247
25714,2,256
26024,3,946
26318,2,524
26346,2,354
26530,1,280
26709,3,287
27081,2,295
27082,3,360
27271,2,346
27273,3,486
27497,1,302
27795,1,310
27830,1,315
27932,2,499
28079,1,487
28109,2,323
28122,1,325
28318,1,816
28564,2,667
28565,1,514
28669,1,341
28741,3,331
28795,2,347
28991,2,517
28993,3,369
28994,1,424
29153,3,363
29297,1,381
29423,2,840
29509,3,342
29582,2,513
29745,2,819
29746,1,374
29747,2,664
29748,2,351
29948,3,393
29949,2,525
30061,1,685
30169,2,534
30221,3,344
30222,1,483
30223,3,679
30463,3,756
30465,3,817
30468,2,547
30647,2,821
31248,1,354
31298,3,556
31390,3,545
31568,1,678
31570,2,367
31678,2,820
31753,3,369
31991,3,666
31993,1,518
32047,1,387
32123,3,945
32128,3,378
32264,3,375
32380,1,404
32575,1,392
32708,1,399
32995,3,386
32996,3,896
32997,2,545
32998,3,666
33207,2,463
33210,3,819
33211,1,647
33216,2,381
33368,3,519
33440,2,834
33529,2,395
33854,2,518
34032,3,686
34036,3,400
34041,3,409
34247,1,398
34321,2,701
34323,3,692
34668,3,706
34669,3,411
34673,3,308
34782,2,823
34861,3,478
35361,1,568
35415,3,360
35600,3,484
35655,3,638
35737,3,432
35806,2,519
35898,1,579
35956,3,436
35957,2,657
36039,1,647
36040,1,453
36041,2,506
36085,1,434
36133,1,647
36227,2,816
36429,3,530
36430,1,449
36431,3,445
36605,1,410
36606,1,449
36860,2,713
36904,3,828
36935,1,461
37161,3,540
37189,1,809
37279,3,428
37321,1,461
37533,1,495
37638,3,511
37639,1,510
37641,2,492
37897,3,529
38034,2,819
38099,3,517
38241,1,530
38245,1,679
38338,3,943
38340,1,497
38342,1,644
38501,3,501
38503,1,735
38504,3,492
38506,3,561
38667,2,492
38819,1,514
38966,1,492
39133,1,513
39245,3,937
39246,3,817
39437,1,505
39438,3,665
39441,3,532
39443,3,509
39774,1,737
39777,3,884
39781,2,515
39783,2,509
39939,3,547
40028,1,502
40183,1,518
40390,1,512
40720,3,516
40721,3,653
40724,2,562
40882,1,562
40885,3,560
41085,3,525
41435,1,650
41437,3,521
41438,1,525
41442,1,544
41452,1,526
41770,3,831
41775,1,652
42130,2,540
42268,1,687
42270,1,539
42432,3,533
42433,1,533
42612,2,568
42745,1,543
42871,3,537
42875,2,686
43150,3,538
43152,3,574
43466,3,545
43759,3,518
43760,1,823
43822,3,553
43857,3,678
44006,3,673
44009,3,568
44095,3,558
44222,1,560
44454,3,760
44456,1,534
44717,1,553
44847,3,573
44894,2,688
44957,1,583
44960,1,574
44964,1,584
45166,1,584
45233,3,654
45598,3,668
45599,3,678
45642,1,600
45678,3,599
45749,3,817
45751,3,626
45853,2,608
45992,2,608
45995,3,608
46312,1,607
46314,1,608
46315,1,608
46316,2,693
46317,3,671
46319,2,699
46558,3,619
46559,1,778
46638,3,690
46748,1,614
47052,1,615
47054,2,804
47056,1,652
47218,1,624
47265,1,608
47266,2,698
47326,3,817
47386,3,638
47427,3,656
47556,3,638
47732,1,672
47913,3,698
47979,2,835
47980,3,653
48062,1,658
48165,3,657
48166,3,675
48216,1,655
48217,3,666
48431,2,659
48434,2,659
48436,2,658
48440,3,740
48444,3,659
48612,1,660
48702,3,662
48903,2,829
49048,3,823
49096,1,671
49190,2,822
49279,3,695
49307,2,686
49384,3,691
49539,2,685
49540,3,749
49688,1,829
49743,1,738
50097,1,703
50103,3,820
50107,1,699
50111,2,819
50414,2,829
50600,3,699
50601,3,820
50604,1,660
50739,1,700
50885,3,705
50998,3,708
51121,3,703
51253,3,708
51470,1,692
51471,2,708
51573,3,711
51618,3,687
51650,3,714
51663,3,709
51738,3,690
51739,2,711
51810,1,722
51821,1,734
52103,1,841
52105,2,832
52358,3,746
52363,1,773
52459,1,747
52605,1,773
52695,1,751
53115,1,781
53209,3,731
53752,1,817
54100,3,746
582,1,18
583,3,5
584,1,6
587,3,7
589,1,6
590,3,83
591,1,2
593,3,580
594,2,685
595,3,6
596,1,8
598,1,7
599,2,484
601,3,648
603,2,614
605,1,6
607,3,2
608,3,273
609,1,6
610,2,155
619,3,672
622,3,6
629,3,10
634,2,49
643,3,656
692,3,807
3998,2,724
3999,3,946
4001,1,102
4003,3,7
4004,3,946
4005,1,7
4006,1,519
4007,3,822
4008,2,101
4009,2,11
4010,2,266
4011,3,916
4012,2,8
4013,1,7
4015,3,90
4016,2,519
4017,2,484
4018,3,7
4019,3,4
4021,1,102
4022,1,7
4023,1,6
4024,2,235
4026,1,7
4027,2,8
4028,2,822
4030,3,127
4032,3,763
4033,2,398
4035,3,344
4036,2,758
4038,2,412
4039,3,11
4042,2,6
4043,3,821
4050,3,7
4052,1,11
4054,1,6
4055,3,821
4062,1,7
4063,1,7
4067,3,792
4068,1,7
4069,2,770
4070,2,80
4071,1,7
4072,1,7
4073,2,106
4076,1,8
4083,1,7
4084,3,49
4088,3,14
4107,2,8
4122,2,635
4123,2,647
4136,1,7
4140,3,7
4155,1,127
4204,3,344
4208,3,480
4209,3,7
4210,3,7
8920,2,8
8922,3,786
8924,3,17
8925,3,4
8927,1,8
8928,3,17
10206,3,7
10207,2,9
10208,3,822
10209,3,881
10210,2,11
10212,1,8
10213,3,647
10214,3,822
10215,3,669
10216,1,8
10217,1,7
10219,1,666
10220,2,8
10222,2,522
10223,2,9
10224,1,8
10226,1,102
10228,1,8
10231,1,668
10232,2,366
10234,1,8
10235,3,49
10237,2,430
10238,3,770
10240,1,8
10241,2,136
10242,1,6
10243,1,11
10244,2,80
10245,1,545
10246,1,821
10248,2,452
10255,1,232
10257,3,822
10259,2,821
10261,2,366
10287,1,8
10297,3,824
10316,3,366
10320,3,633
13040,3,930
13493,3,86
13494,3,821
13496,3,822
13500,1,138
13722,2,821
13723,3,665
13724,2,352
13725,3,97
13726,1,104
13728,3,7
13729,1,9
13733,3,355
13735,3,8
13740,2,479
14276,1,13
14278,1,213
14799,3,8
14800,3,519
14801,2,635
14808,2,22
14811,3,19
14813,3,9
15362,2,84
15363,2,48
15365,3,8
15367,2,461
15660,1,16
15758,3,18
15946,2,49
15947,3,10
15948,3,8
15953,2,821
16289,2,9
16321,2,18
16550,2,822
16551,3,703
16905,3,341
16906,1,21
16976,1,10
16977,3,29
17101,1,19
17102,2,51
17103,1,512
17107,1,37
17340,2,92
17341,1,101
17386,3,823
17399,3,40
17431,3,670
17432,3,8
17591,3,709
17732,1,561
17733,3,49
18156,3,50
18320,2,55
18540,1,460
18636,3,67
18637,3,59
18830,1,116
19276,3,80
19420,2,559
19562,1,478
19611,2,820
19691,3,101
19818,3,86
19819,3,122
19821,3,809
19953,1,87
19954,1,104
20076,1,86
20378,1,93
20379,2,93
20387,2,765
20551,2,427
20648,3,98
20690,2,820
20691,2,568
20830,3,102
20888,3,99
20940,1,107
21107,2,496
21108,1,574
21270,1,115
21347,3,112
21495,3,62
21560,2,121
21689,2,483
22094,2,517
22110,1,464
22119,3,661
22671,3,536
22672,1,341
22759,1,527
22844,2,608
23158,3,183
23211,2,184
23332,3,187
23490,2,633
23491,1,194
23611,3,197
23718,3,231
23909,1,207
23910,3,205
24121,2,520
24234,2,220
24272,1,545
24450,3,478
24510,2,225
24697,1,224
24698,1,231
24764,3,463
25005,1,233
25088,1,298
25282,1,519
25385,3,254
25456,3,313
25565,2,266
25567,1,253
26142,1,265
26384,2,701
26385,3,699
26551,3,648
26607,3,284
26608,1,284
26775,2,561
26794,3,292
27030,2,717
27031,2,313
27032,2,344
27220,1,298
27373,3,842
27454,3,731
27548,2,666
27611,2,721
27656,1,346
27727,3,559
27779,1,521
27823,2,647
27904,1,290
28059,2,664
28141,2,532
28234,1,513
28296,1,652
28396,3,331
28612,1,482
28648,1,332
28692,1,488
28776,2,540
28827,2,479
28946,3,341
29371,3,352
29833,3,430
29834,2,534
29835,3,351
29911,3,383
29912,2,530
30003,2,383
30004,1,363
30204,3,385
30205,1,685
30373,3,686
30376,3,366
30380,3,359
30595,1,650
30596,1,384
30752,1,358
31005,1,373
31338,1,384
31501,3,666
31502,1,666
31503,2,545
31805,3,397
31965,2,589
32070,1,376
32071,3,822
32072,1,547
32203,2,444
32205,3,384
32333,3,383
32440,1,816
32494,1,398
32495,1,396
32627,1,646
32628,3,355
32629,1,389
32631,1,820
32634,3,946
32949,1,819
33136,3,374
33137,2,388
33139,1,699
33140,3,388
33594,2,621
33737,3,394
33738,1,438
33741,2,690
33742,1,396
33973,1,518
34142,3,397
34145,3,429
34294,3,400
34460,1,388
34466,1,396
34712,2,517
34769,2,666
34770,2,385
34804,1,520
34953,1,410
34954,1,402
34956,1,388
35061,3,479
35062,2,581
35117,2,429
35253,1,415
35402,1,578
35497,2,821
35718,1,824
35719,1,412
35793,1,649
35861,1,434
36103,1,439
36307,1,648
36520,2,487
36527,2,533
36631,2,453
36702,2,459
36910,1,462
37289,1,482
37383,1,482
37436,3,485
37573,3,492
37574,3,860
37575,1,649
37715,3,517
37799,2,822
37800,3,822
37801,2,574
38169,3,481
38170,3,494
38175,2,627
38314,3,496
38418,2,665
38420,1,492
38613,1,740
38742,2,829
38954,1,658
38990,1,516
39196,3,637
39197,3,507
39198,1,513
39199,1,518
39200,3,508
39325,3,519
39672,2,666
39673,3,515
39674,3,507
39677,1,824
39886,3,515
39888,1,529
39988,2,644
39989,1,504
39990,2,568
39991,1,506
40098,3,652
40099,3,519
40100,1,518
40102,3,517
40275,3,530
40369,1,652
40424,2,638
40626,2,522
40627,1,520
40628,3,738
40634,3,492
40825,3,520
40953,3,792
40954,3,646
41171,1,529
41238,3,528
41240,3,824
41249,3,659
41943,3,539
42076,1,540
42077,1,530
42079,3,613
42209,1,836
42506,2,526
42579,3,568
42705,2,535
42706,3,535
42808,1,539
42811,1,533
42988,2,815
42989,3,548
42990,3,541
43316,3,542
43421,1,552
43523,1,547
43524,1,660
43634,3,548
43730,1,573
43838,3,573
43936,1,557
43959,3,556
43960,1,665
44147,1,560
44148,1,554
44149,2,675
44300,2,561
44746,1,564
44876,1,574
44995,3,577
45030,3,100
45082,3,579
45139,2,580
45487,3,598
45661,1,678
45662,3,605
45807,3,823
45924,1,608
45925,3,608
45926,1,608
45928,2,609
45931,3,607
46076,2,617
46169,3,609
46171,1,608
46173,3,611
46174,3,671
46175,1,608
46493,2,594
46687,2,823
46688,2,559
46938,3,622
46941,1,607
47106,2,633
47314,1,675
47506,2,632
47638,3,642
47660,2,645
47666,2,678
47674,3,685
47706,3,671
47822,1,609
47897,1,652
47948,3,653
47949,3,843
48023,1,655
48315,2,659
48316,2,660
48318,1,660
48559,1,714
48560,3,680
48561,3,661
48736,1,702
48868,1,702
48949,3,688
49067,3,662
49123,3,678
49179,1,673
49181,1,529
49217,2,818
49349,3,684
49434,2,695
49436,2,708
49559,2,698
49560,3,691
49563,1,820
49650,3,699
49651,3,697
49759,3,761
49784,1,660
49787,1,843
49917,2,687
49918,1,761
49921,3,698
49922,1,697
50372,3,677
50502,3,702
50505,1,710
50510,3,709
50776,2,820
50777,1,697
50927,3,756
50929,1,761
51079,3,702
51080,3,709
51193,2,708
51194,2,824
51196,1,708
51333,2,817
51562,1,709
51588,3,709
51672,1,714
51731,1,702
51732,3,756
51932,3,733
52183,3,760
52287,3,749
52437,1,773
52565,1,862
52566,1,846
52671,1,753
52795,1,751
53946,1,523
27,2,323
57,1,6
118,3,484
811,2,536
818,1,7
821,3,785
825,2,6
829,3,190
830,2,269
833,2,821
834,3,479
835,3,6
837,2,665
842,1,8
845,2,562
849,2,8
858,3,785
861,3,821
862,3,106
869,3,624
897,3,522
898,3,820
900,3,822
903,3,784
905,3,820
908,1,232
4439,1,242
4452,1,97
4454,2,6
4457,3,8
4462,1,457
4463,3,106
4464,3,88
4466,2,49
4469,2,8
4470,3,274
4471,3,8
4473,3,822
4475,3,841
4478,3,7
4479,1,519
4480,2,582
4481,3,7
4482,1,537
4484,3,7
4485,3,8
4486,3,7
4487,1,11
4491,1,8
4495,2,625
4498,1,7
4500,1,7
4503,2,666
4506,1,7
4507,3,821
4510,1,519
4512,3,7
4513,1,7
4516,2,538
4519,3,7
4521,2,821
4523,1,7
4524,2,484
4526,1,719
4531,2,780
4536,3,7
4538,2,519
4544,3,7
4545,2,480
4549,3,481
4551,1,7
4578,3,5
4583,1,102
4603,3,7
4604,3,265
4605,1,7
4608,1,398
4614,1,358
4615,2,484
4616,1,209
4618,1,8
4619,3,16
4620,3,8
4626,1,7
4629,1,106
4631,2,113
4633,3,7
4665,2,499
8984,3,6
8989,2,822
8991,2,6
8993,1,724
8995,2,7
8998,2,97
8999,3,7
9007,2,277
9015,3,8
9019,2,516
10473,1,90
10477,2,7
10478,3,19
10479,2,522
10480,1,8
10482,2,673
10483,2,486
10484,2,357
10486,1,9
10487,1,6
10488,3,9
10489,2,349
10490,1,7
10493,3,7
10495,3,673
10497,3,7
10498,1,487
10499,2,17
10500,1,791
10501,1,6
10504,3,7
10505,1,17
10508,1,701
10509,1,666
10516,2,666
10517,1,135
10522,1,102
10526,1,625
10534,2,479
10539,2,8
10541,1,8
10557,3,26
10560,3,517
10561,3,22
10565,1,7
10566,3,19
10568,2,453
10569,2,7
13090,3,666
13092,1,8
13103,3,946
13513,3,852
13514,3,787
13759,2,562
13760,1,312
13762,1,393
13764,3,348
13766,3,7
13772,2,522
13783,3,11
14312,3,455
14314,2,335
14326,1,13
14844,2,586
14846,2,398
14847,1,10
14853,1,101
14856,3,8
14857,1,100
15969,2,46
16161,2,356
16163,2,20
16653,1,50
16654,1,190
16655,2,674
16661,3,803
17114,2,504
17115,2,101
17347,1,100
17435,3,102
17608,3,42
17641,1,481
17645,1,107
17646,2,493
17740,2,48
17861,2,710
17973,2,872
17986,3,46
18408,1,62
18409,1,102
18410,3,100
18765,2,63
18842,3,216
18844,2,101
19043,1,67
19213,3,946
19431,3,817
19496,3,821
19620,3,370
19828,1,6
20328,2,483
20834,3,102
21015,3,494
21214,2,482
21690,3,116
21750,1,237
21802,1,128
21803,3,844
21967,3,135
22053,1,139
22383,2,504
22449,2,286
22509,3,156
22592,3,152
22593,3,659
22594,1,166
22655,1,504
22656,3,823
22681,1,157
22682,1,158
22767,1,172
22927,3,139
22976,3,146
23161,3,181
23368,1,189
23506,2,193
23616,2,197
23726,2,687
23912,3,206
23973,1,199
24004,2,562
24123,2,255
24322,3,216
24385,1,554
24512,1,235
24820,3,232
24821,1,244
24870,2,246
25024,3,233
25109,1,233
25161,3,249
25291,1,532
25292,1,345
25295,2,253
25387,2,517
25388,3,257
25524,3,819
25576,1,461
25577,1,477
25686,3,575
25760,2,691
25761,3,261
25923,3,259
26070,1,266
26311,1,107
26472,1,322
26484,2,826
26507,1,552
26508,3,274
26563,1,282
26622,2,285
26666,1,287
26698,2,711
26828,3,283
27040,3,294
27133,1,295
27169,1,509
27228,2,654
27229,1,346
27419,3,304
27465,1,410
27466,2,696
27682,2,650
27826,1,351
27881,2,469
27911,2,359
27912,2,313
27969,1,533
28009,1,320
28062,3,459
28107,1,325
28147,3,326
28301,3,330
28407,3,574
28650,1,335
28694,2,499
28721,3,334
28722,1,657
28778,3,363
28780,3,341
28831,3,512
28832,1,347
28897,3,340
28898,2,562
28950,3,838
28952,2,514
28958,3,657
29107,1,345
29246,3,478
29247,3,805
29248,1,344
29251,3,344
29252,3,345
29377,1,666
29693,2,478
29694,3,351
29695,2,395
29697,1,356
29698,3,901
29700,1,553
29840,1,352
29918,2,663
29919,1,353
30012,1,428
30013,3,354
30397,2,562
30607,3,562
30608,1,678
31021,3,516
31023,2,373
31024,3,761
31028,3,364
31220,3,505
31346,3,564
31347,2,483
31513,1,497
31514,3,367
31516,3,368
31517,3,368
31791,3,397
31816,2,519
31909,1,371
32082,2,368
32217,2,394
32219,3,464
32346,1,397
32541,2,398
32543,2,383
32646,3,821
32648,1,688
33153,3,387
33336,1,466
33409,3,404
33493,1,395
33495,2,429
33756,2,396
33758,1,409
33762,3,946
33986,1,429
33988,1,521
33990,3,394
34214,1,614
34215,1,432
34217,3,650
34218,1,387
34474,3,401
34475,3,575
34643,1,388
35590,1,480
35721,2,519
35866,1,437
36012,3,442
36013,3,433
36215,3,934
36251,1,648
36252,1,680
36315,3,519
36316,3,445
36675,3,454
36770,3,652
36845,3,456
37137,1,457
37212,3,816
37295,3,653
37422,1,647
37503,2,588
37520,3,488
37718,3,819
37818,3,532
37819,1,500
37820,1,498
37821,3,601
38181,2,737
38182,3,517
38183,2,492
38185,3,647
38436,3,494
38440,3,498
38441,3,494
38621,1,657
38624,1,824
38625,3,647
38629,3,532
38756,1,502
38758,1,499
38995,2,646
39102,1,650
39349,3,506
39350,3,518
40118,1,567
40441,3,518
40442,1,519
40648,1,519
40651,1,519
40833,3,533
40837,1,521
41278,3,526
41279,1,674
41281,3,527
41288,2,571
41289,2,686
41292,3,519
41714,1,526
41853,3,526
41952,3,528
41953,2,823
42092,1,666
42094,1,531
42095,2,658
42219,1,529
42374,1,533
42378,2,534
42515,2,838
42516,1,432
42517,1,653
42583,3,550
42654,2,803
42655,1,536
42712,3,539
42819,1,539
42822,3,565
42997,2,639
43110,1,518
43430,3,546
43433,3,538
43528,3,932
43643,3,547
43734,2,573
43738,2,563
43809,3,574
43939,3,541
43971,1,554
44070,3,723
44579,3,567
44634,2,820
44652,2,563
44778,3,823
44831,3,640
44879,3,654
45084,1,563
45085,3,574
45149,1,597
45283,1,582
45431,1,591
45560,1,601
45561,3,597
45714,3,606
45715,2,815
45716,1,828
45814,3,554
45817,2,650
45944,1,608
46202,2,678
46204,2,693
46205,2,717
46206,3,692
46208,3,946
46214,2,773
46502,2,820
46503,2,823
46857,1,600
46970,2,723
47022,2,820
47346,1,670
47347,3,614
47348,3,655
47619,3,574
47640,3,805
47845,3,651
47956,2,636
48195,3,658
48340,2,658
48341,1,659
48342,3,659
48566,1,797
48742,1,751
48805,3,663
49320,3,614
49963,2,822
49965,3,698
49971,2,823
50351,1,658
50522,1,829
50523,3,699
50844,3,703
50943,3,701
50944,3,705
51086,1,698
51088,2,701
51089,2,683
51340,2,694
51341,1,709
51422,2,804
52071,2,842
52188,2,746
52236,3,733
52237,1,714
52300,3,746
52575,3,748
53410,3,798
53620,1,818
53900,1,701
68,3,100
132,2,654
1345,1,7
1349,2,47
1350,1,95
1351,3,784
1352,2,762
1355,3,8
1356,3,6
1357,1,352
1359,2,791
1360,1,7
1361,1,786
1362,1,4
1363,3,6
1370,2,202
1371,3,90
1374,3,6
1377,3,2
1378,3,946
1379,1,26
1380,3,17
1381,1,12
1386,2,7
1388,3,786
1389,1,323
1392,3,6
1393,3,6
1395,3,7
1398,1,11
1402,1,6
1404,1,545
1407,1,80
1409,2,6
1411,3,17
1413,1,456
1414,3,785
1416,3,6
1421,2,388
1422,2,805
1424,1,483
1425,1,6
1427,1,648
1430,3,679
1434,3,659
1435,3,823
5387,3,484
5388,2,758
5392,3,821
5393,2,547
5396,3,6
5397,2,7
5398,3,821
5399,3,27
5400,2,822
5401,3,7
5402,3,97
5403,1,822
5405,1,21
5410,2,822
5411,1,425
5412,1,8
5414,2,7
5415,2,822
5419,3,821
5420,1,519
5421,2,7
5423,3,88
5424,1,49
5428,2,274
5429,2,84
5431,3,7
5432,3,7
5435,3,7
5436,2,539
5437,1,90
5439,1,8
5441,3,274
5442,3,946
5443,1,484
5444,3,787
5447,3,355
5452,2,7
5453,1,8
5454,1,7
5455,1,7
5458,3,8
5460,2,97
5464,1,7
5468,3,23
5469,1,7
5470,3,10
5472,1,7
5475,3,821
5482,1,7
5485,1,353
5487,2,7
5488,3,666
5489,2,322
5492,2,547
5493,3,8
5494,3,679
5502,1,8
5505,1,7
5507,3,822
5508,1,6
5516,1,355
5517,2,437
5518,2,343
5521,2,456
5524,3,397
9168,3,946
9170,2,11
9172,2,7
9174,2,480
9175,2,547
9176,2,647
9181,3,7
9184,2,877
9185,1,5
9190,1,519
11027,2,822
11029,3,665
11030,1,10
11033,2,547
11035,1,482
11036,2,352
11037,1,8
11040,2,8
11041,1,8
11042,1,8
11046,3,9
11049,2,787
11050,2,485
11051,3,8
11052,3,7
11053,3,647
11055,1,8
11056,3,20
11058,2,358
11059,1,457
11061,2,480
11062,1,16
11067,1,9
11069,1,552
11071,3,819
11073,3,8
11076,1,398
11080,1,8
11081,2,666
11084,3,647
11086,3,708
11089,2,17
11090,1,9
11093,3,23
11095,2,519
11102,1,128
11105,3,91
11110,1,8
11113,2,16
11114,1,8
11115,3,101
11116,1,2
11117,1,624
11119,2,537
11121,1,449
11140,3,787
13183,1,100
13184,1,7
13190,2,822
13192,3,11
13195,3,930
13539,3,8
13859,2,205
13863,2,647
13865,2,87
13868,1,699
14189,2,666
14405,1,365
14407,2,481
14417,1,10
14950,3,822
14954,1,5
14959,2,556
14960,1,20
15435,1,9
15436,1,484
15438,2,203
15440,3,8
15442,3,16
15793,2,388
15796,1,12
15798,2,759
15997,2,664
15998,3,675
16193,2,665
16194,3,650
16350,3,8
16351,3,722
16473,2,357
16570,2,14
16923,2,27
17133,1,30
17407,2,392
17445,2,817
17446,1,36
17448,2,39
17503,3,95
17756,3,665
17757,1,7
17884,3,39
17888,2,668
17890,1,517
18040,3,817
18355,3,367
18356,1,58
18442,1,50
18667,1,6
18669,1,302
18670,2,195
18671,3,58
18777,1,573
18877,3,64
19060,3,65
19061,3,252
19223,2,558
19402,1,425
19458,2,123
19631,2,536
19845,3,518
20418,3,247
20513,3,946
20599,3,95
21220,2,517
21370,2,844
21371,1,545
21594,3,120
21651,1,122
21653,2,531
21697,3,459
21759,2,820
21857,3,130
22099,2,383
22155,3,206
22235,1,140
22604,2,536
22821,2,483
22847,2,162
22941,3,946
22983,3,946
23092,1,362
23138,3,180
23296,3,185
23321,3,479
23869,2,480
24090,3,210
24181,2,666
24242,1,344
24243,1,487
24713,3,229
24714,1,235
24715,3,829
24884,1,594
24969,1,431
25309,1,351
25397,2,461
25601,3,248
25602,2,702
25836,1,350
25867,3,267
25883,3,253
25933,3,817
25934,1,259
26168,2,529
26211,3,314
26246,1,320
26313,3,659
26366,1,516
26518,3,638
26593,2,283
26627,1,277
26628,2,530
26845,3,530
26935,1,292
27063,2,532
27064,2,532
27138,2,294
27177,1,341
27247,2,520
27593,1,200
27844,3,315
28120,3,359
28421,2,608
28493,3,817
28494,3,829
28659,2,344
28730,3,330
28731,1,761
28850,3,352
29136,3,383
29137,3,344
29275,1,344
29276,1,8
29406,1,349
29634,1,543
29717,1,351
29718,1,306
30037,3,374
30038,1,354
30041,2,680
30131,2,819
30429,2,382
30431,1,373
30629,3,374
30724,3,479
30809,3,357
30810,1,354
30812,1,358
31064,1,365
31233,2,665
31234,3,669
31666,2,562
31667,1,614
31835,2,367
31919,2,399
31944,3,371
31977,1,376
32100,3,820
32101,2,820
32240,1,546
32455,3,362
32507,1,362
32560,1,385
32679,1,384
32680,1,397
32848,1,482
33088,2,648
33173,2,649
33174,1,387
33175,3,385
33338,2,391
33361,1,352
33422,3,821
33424,3,403
33426,3,814
33813,1,388
33815,2,429
33817,2,405
33818,2,391
34014,2,431
34015,3,487
34156,1,464
34309,3,393
34505,3,405
34506,3,574
34654,1,411
34655,1,397
34811,1,655
34849,3,408
35131,3,773
35132,3,607
35343,3,428
35410,1,419
35511,3,803
35512,1,434
35882,3,433
36026,3,453
36127,2,483
36339,2,657
36341,3,480
36342,3,946
36712,3,437
36914,1,459
36915,3,461
36983,3,555
37061,3,566
37311,3,484
37361,1,487
37488,1,387
37527,3,476
37613,1,557
37614,1,549
37615,3,489
37617,3,492
37727,3,803
37861,3,493
37864,1,511
37865,1,517
38212,1,807
38213,3,738
38214,2,499
38324,1,430
38480,2,545
38639,3,493
38641,3,459
38791,3,824
38914,3,727
39024,2,530
39025,3,513
39027,3,817
39169,1,625
39233,1,512
39234,2,540
39389,2,511
39390,1,510
39391,2,524
39395,1,709
39399,1,512
39402,3,532
39738,3,822
40015,2,641
40150,1,823
40381,3,519
40382,3,829
40583,1,533
40686,1,562
40859,2,654
40860,1,532
41062,2,524
41364,2,538
41366,3,543
41367,1,647
41369,3,526
41370,3,546
41375,2,658
41376,1,526
41377,1,568
41672,2,517
41741,2,563
42117,2,829
42245,1,528
42399,1,653
42526,2,536
42527,1,549
42602,3,646
42729,3,656
42847,3,540
42849,2,659
43129,3,573
43226,3,555
43279,3,528
43544,1,545
43848,3,534
43988,1,650
44082,3,557
44083,2,824
44084,3,560
44320,1,561
44555,1,699
44705,2,647
44787,3,639
44840,3,624
45096,1,576
45097,1,636
45371,3,588
45467,3,569
45509,1,586
45590,3,844
45636,2,665
45732,1,614
45733,3,605
45898,1,659
46090,3,608
46259,2,681
46260,3,647
46261,3,946
46264,3,610
46266,1,608
46532,3,608
46629,1,697
46726,1,611
46728,2,690
46830,1,631
46921,2,617
47319,2,608
47320,2,653
47966,3,653
47967,3,829
47968,3,653
48045,2,830
48046,2,817
48047,2,655
48048,3,642
48382,3,677
48383,1,659
48384,1,661
48387,3,667
48596,3,659
48695,1,651
48696,1,666
48697,2,659
48698,1,749
48756,3,946
48956,2,817
48984,1,668
48985,1,692
48986,3,695
49143,1,678
49205,3,733
49538,3,857
50032,2,715
50035,3,710
50036,2,703
50286,2,723
50329,2,699
50397,3,699
50400,1,723
50558,3,709
50559,3,663
50560,1,821
50736,3,701
50974,3,706
50975,2,701
50976,2,828
51636,3,702
51756,1,706
51851,3,853
51915,2,829
51964,1,733
52087,3,834
52326,3,754
52447,3,746
52859,1,756
52944,3,773
53233,3,789
53948,3,502
3,3,1
19,3,90
32,1,678
69,3,4
135,3,804
1460,2,6
1462,3,805
1463,3,6
1464,3,20
1467,2,270
1468,2,126
1469,3,7
1470,2,318
1472,2,6
1474,3,805
1475,2,799
1477,2,5
1478,2,674
1479,1,482
1489,1,6
1490,1,4
1492,3,939
1494,2,6
1497,1,214
1509,1,7
1510,3,651
1512,3,6
