read_idx,type,end_pos
26915,1,397
27092,2,823
27093,1,817
27308,1,671
27311,2,665
27405,3,819
27456,1,561
27540,1,91
27541,1,356
27857,3,775
27865,2,665
27925,3,818
28043,1,699
28175,1,413
28319,3,589
28320,3,803
28321,3,820
28382,3,622
28383,3,411
28445,1,647
28610,1,723
28861,3,946
29017,1,648
29019,2,654
29421,3,647
29466,3,433
29580,2,703
29581,3,934
29689,3,861
29864,2,476
29865,2,647
30011,1,709
30149,1,647
30150,2,647
30176,1,443
30287,3,458
30288,3,803
30289,2,647
30290,1,453
30420,1,637
30593,3,447
30649,1,654
30718,3,459
30826,1,823
30937,1,644
30939,3,683
31074,2,516
31177,1,658
31693,3,803
31736,1,511
32001,3,506
32334,1,820
32335,2,646
32336,3,809
32588,3,461
32593,2,534
32595,1,530
32723,1,645
32842,2,652
32865,1,564
33179,1,658
33190,1,647
33422,1,559
33423,3,818
33426,1,818
33439,1,843
33700,1,807
34061,2,676
34063,2,804
34065,3,647
34074,2,520
34238,3,544
34241,1,516
34434,1,656
34435,2,504
34442,1,666
34685,3,621
34908,3,807
35516,3,457
35518,3,383
35520,3,911
35530,3,645
35531,2,802
35536,1,504
35537,1,511
35543,1,506
35544,3,411
35858,1,527
35859,3,572
36057,1,772
36058,3,649
36060,1,524
36171,1,452
36381,1,519
36607,1,717
36729,2,647
36744,3,829
37197,3,828
37203,2,672
37395,1,656
37396,2,829
37693,2,806
37694,1,552
37882,3,803
38114,1,532
38117,1,709
38721,1,551
38724,1,651
38923,2,823
38926,1,556
38928,3,753
39269,3,560
39333,2,652
39351,1,272
39613,1,618
39884,2,650
39908,2,503
39909,2,670
40259,2,782
40353,3,822
40358,3,573
40795,1,522
40796,2,819
40846,3,808
40896,1,582
41026,3,821
41219,3,652
41220,3,820
41299,1,636
41471,3,602
41472,1,684
41477,2,826
41628,3,817
41696,1,627
42223,3,818
42224,2,816
42230,2,820
42234,1,826
42235,3,647
42433,1,844
42629,3,816
42637,2,613
42692,1,815
42694,3,698
42695,2,611
42743,3,615
42817,3,621
42852,1,652
42947,2,522
43131,2,820
43132,1,613
43133,3,815
43312,3,816
43473,3,633
43783,1,653
43902,1,815
44049,2,644
44053,2,821
44058,1,645
44216,2,649
44217,1,649
44356,2,657
44494,3,843
44595,1,838
44734,3,659
44963,3,841
44966,3,844
45066,3,667
45223,1,828
45224,3,676
45299,1,663
45361,1,829
45430,3,649
45466,1,635
45565,3,669
45566,2,716
45634,3,859
45684,1,671
45730,1,835
45808,1,829
45876,2,753
46029,1,676
46061,1,816
46293,3,822
46969,2,672
46975,2,702
46985,3,761
46995,1,876
47091,2,691
47712,3,698
47713,1,655
47715,1,688
47720,2,817
47778,3,700
48012,3,823
48014,2,823
48015,2,818
48021,1,821
48026,3,823
48027,2,824
48078,1,641
48079,1,831
48200,2,727
48555,1,699
48556,2,820
48558,3,825
48562,3,790
48568,3,706
48569,2,823
48575,1,723
48853,3,846
48862,2,822
48866,1,691
49145,1,709
49154,2,842
49287,3,703
49564,1,801
49591,3,824
49624,1,837
49652,1,823
49761,3,681
49762,3,849
49880,1,773
50207,2,842
50208,2,733
50211,1,739
50396,3,787
50549,1,746
50823,3,749
51035,3,829
51247,3,749
51411,1,782
51595,1,824
630,3,5
631,1,518
632,1,397
634,1,521
635,2,113
636,3,784
639,3,821
645,2,388
647,2,589
648,3,6
649,3,6
651,3,21
654,1,7
2426,2,104
2427,1,480
2430,2,343
2434,1,519
2435,1,7
2436,2,366
2440,1,484
2441,1,8
2442,2,498
2445,2,586
2446,2,456
2447,2,519
2448,3,366
2451,3,78
2452,3,519
2463,2,232
2470,1,7
2476,1,779
2477,1,7
2482,2,457
2484,1,407
2485,2,388
2486,3,821
2487,2,366
2488,3,845
2493,1,480
2495,3,449
2496,1,102
2497,1,484
2502,1,355
2505,1,527
2509,1,456
3022,3,189
3025,3,8
3026,3,484
3028,3,861
3824,2,519
3832,1,486
3840,3,8
3845,1,485
3846,1,11
4106,3,483
4110,3,484
4111,3,367
4209,2,590
4488,3,12
4489,3,6
4490,3,0
4491,3,250
4492,2,539
4493,2,530
4497,3,10
4843,3,538
4851,3,11
5120,2,18
5124,1,231
5125,1,8
5126,1,322
5573,3,843
5661,3,15
5788,3,7
5885,3,710
5888,1,406
6048,3,10
6049,2,538
6217,3,786
6283,1,30
6335,2,529
6488,1,17
6812,3,525
6813,3,805
6919,1,522
6998,3,26
7084,1,173
7216,1,88
7394,1,7
7535,2,817
7537,2,482
7538,3,355
7637,1,36
7904,2,503
7905,1,495
7909,1,530
8200,3,567
8301,1,344
8303,1,20
8304,3,9
8305,3,387
8308,3,520
8426,1,8
8427,1,319
8430,1,398
8688,3,69
8901,3,57
8971,1,381
9071,2,591
9214,2,522
9215,3,55
9468,1,224
9624,3,300
9625,2,66
9673,3,878
10148,3,357
10398,3,90
10400,3,536
10401,1,67
10474,1,457
10533,1,71
10632,3,933
10633,1,60
10634,2,457
10747,2,265
10752,3,38
10961,2,653
11126,3,647
11421,1,103
11809,1,482
11810,1,223
11845,2,367
11894,3,111
11916,2,141
12049,1,155
12104,1,726
12106,1,135
12108,3,146
12236,1,641
12273,3,121
12291,3,818
12446,1,649
12598,1,126
12751,2,481
12845,2,428
12883,1,135
12945,3,135
13402,1,160
13502,1,458
13504,3,659
13571,1,479
13572,3,851
13772,2,161
13847,3,531
13910,1,168
13959,1,459
14101,2,480
14198,3,647
14408,3,804
14468,1,186
14523,1,197
14642,1,457
14859,2,666
14901,1,504
14985,3,198
15046,1,199
15679,3,202
15822,3,203
15887,2,647
16055,1,516
16184,3,225
16643,3,864
16669,1,614
16890,1,516
16916,1,237
16947,2,479
17114,2,647
17115,3,916
17193,2,655
17385,1,247
17419,2,479
17555,2,817
17791,2,631
17941,2,515
18068,3,521
18277,2,265
18279,2,821
18280,3,701
18435,1,256
18906,1,507
18907,3,530
19082,2,647
19083,3,516
19291,2,294
19293,3,294
19790,1,348
19890,1,306
19891,2,549
19894,2,646
19939,3,665
20065,2,657
20158,3,572
20161,3,453
20236,3,459
20239,1,541
20263,1,323
20483,1,513
20484,1,650
20582,1,542
20669,2,298
20797,1,504
20877,1,429
20881,1,657
21005,1,670
21006,2,561
21244,2,658
21555,1,815
22074,1,358
22225,3,272
22436,1,519
22489,1,364
22490,1,537
22491,1,359
22780,1,348
22867,2,531
22869,3,671
22963,1,534
23204,3,429
23309,3,702
23311,3,691
23529,3,372
23792,1,669
23797,1,293
23799,3,620
23802,1,692
23866,2,614
24047,3,804
24048,1,397
24049,1,654
24054,2,383
24338,1,461
24339,1,396
24343,3,383
24345,3,383
24553,1,478
24556,1,388
24557,1,375
24893,1,356
24895,1,387
24897,2,579
25325,1,395
25326,3,392
25593,3,677
25594,3,898
25596,2,496
25597,1,666
25601,2,674
25903,2,512
25904,3,662
26021,2,664
26022,2,773
26486,1,465
26498,3,384
26499,2,753
26864,1,437
26865,1,561
26866,2,647
26869,1,565
26873,1,369
26874,1,626
26878,1,673
26880,2,374
27065,1,345
27269,1,398
27452,1,401
27806,3,819
27815,1,487
27816,1,635
27817,2,679
28027,3,385
28028,2,523
28029,1,551
28229,1,666
28230,3,817
28257,2,738
28434,1,413
28435,3,816
28491,1,804
28501,2,708
28748,1,399
28857,3,546
28931,2,417
28958,1,817
29159,1,433
29309,3,589
29407,1,553
29996,1,444
29999,1,395
30139,1,688
30272,1,450
30294,2,466
30305,3,517
30567,1,466
30571,2,425
30870,1,654
30930,3,480
30983,1,598
31024,1,463
31104,3,803
31138,1,482
31147,3,457
31294,1,810
31318,1,657
31485,3,822
31590,3,818
31684,3,802
31849,1,499
31886,2,561
31940,3,517
32144,1,453
32313,1,675
32404,2,515
32566,2,650
32567,2,829
32571,1,644
32572,3,816
32701,3,517
33137,1,807
33142,2,652
33265,1,511
33266,1,502
33402,1,805
33405,3,511
33604,1,576
33654,1,829
34012,1,654
34013,3,817
34019,3,514
34212,2,653
34213,2,656
34218,3,591
34313,3,818
34314,1,656
34422,1,804
34652,3,522
34653,2,679
34824,3,803
34826,2,650
35415,3,526
35419,2,534
35423,3,728
35424,1,821
35432,2,660
35438,1,531
35441,3,946
35813,3,686
35814,3,823
35815,3,741
35823,1,503
36046,2,639
36050,3,657
36051,2,489
36208,2,662
36348,3,818
36349,2,821
36575,1,800
36576,2,817
36579,1,544
36580,1,532
36714,2,666
37098,3,654
37467,2,828
37669,3,721
37673,1,524
37859,1,820
37862,1,669
37863,3,821
37923,1,546
38002,3,547
38003,2,614
38354,2,819
38561,1,842
38562,3,656
38708,3,660
39246,2,653
39247,1,614
39506,1,818
39507,3,790
39508,3,790
39692,2,828
39754,1,649
40016,2,823
40017,3,521
40234,3,822
40424,1,709
40498,3,589
40501,1,578
40616,3,593
40708,1,537
40786,2,763
40840,3,500
41057,3,805
41141,1,654
41143,1,598
41181,3,649
41212,3,935
41458,3,597
41680,3,823
41767,3,631
41825,3,850
42173,1,820
42181,3,607
42406,1,517
42407,2,647
42408,3,809
42467,3,654
42733,2,701
43103,2,653
43104,2,677
43106,3,622
43107,3,623
43108,1,821
43155,3,705
43368,1,632
43512,3,828
43531,3,623
43821,3,828
44205,2,842
44281,1,830
44282,3,676
44283,3,861
44343,3,650
44344,3,645
44345,1,558
44471,2,715
44505,2,654
44681,3,821
44682,2,749
45052,3,666
45204,1,686
45420,2,676
45743,3,675
45928,3,819
45972,1,676
46168,2,709
46281,3,708
46410,2,692
46909,1,683
46915,3,894
46916,3,668
47049,3,847
47193,3,687
47661,1,712
47663,1,693
47667,2,825
47668,2,820
47670,3,701
47671,2,678
47990,3,674
47992,1,700
48096,2,705
48189,3,422
48514,1,823
48818,3,824
48821,1,703
48822,3,707
49098,1,707
49179,1,821
49273,1,709
49354,2,842
49476,3,730
49477,2,829
49521,1,711
49790,3,827
49817,1,808
49932,3,741
50191,2,834
50192,1,741
50801,3,940
51132,1,803
51767,1,829
51,1,589
67,2,482
68,3,444
700,1,80
714,3,693
723,3,946
730,3,946
735,3,822
736,3,188
2649,1,315
2650,3,769
2657,2,581
2661,3,426
2665,3,484
2668,3,8
2671,2,456
2672,3,822
2680,3,805
2681,2,398
2683,3,480
2684,1,8
2690,3,930
2696,3,562
2705,2,359
2711,2,452
2715,1,499
2723,1,588
2724,2,6
2726,2,547
2727,3,666
2729,3,14
2731,3,7
3038,2,822
3042,2,426
3902,2,786
3909,3,274
3912,1,519
3913,2,675
3918,3,301
3922,2,519
3927,1,481
3934,2,449
4539,1,8
4876,3,821
4882,3,522
4887,3,10
4890,2,369
5149,1,94
5150,2,572
5154,3,519
5482,3,235
5564,1,18
5797,3,457
5804,1,534
5892,1,546
6497,3,723
6501,2,519
6675,3,821
6676,1,92
6822,2,504
6825,2,127
6928,1,814
7006,1,763
7154,3,837
7340,3,817
7653,2,453
7936,3,800
7937,3,481
7941,1,562
8016,2,222
8314,3,374
8440,1,30
8550,1,51
8697,2,674
8807,2,519
8918,1,57
9342,3,516
9434,2,379
9452,3,791
9677,1,144
9839,3,571
10161,3,883
10165,2,543
10168,3,535
10198,1,825
10415,2,521
10476,1,825
10759,3,194
10781,1,344
10969,1,91
11008,1,94
11009,2,520
11240,3,519
11429,1,482
11521,2,585
11653,3,431
11700,3,822
11813,1,799
11901,2,111
11903,1,176
11975,2,429
12113,1,532
12206,1,116
12208,3,117
12241,1,118
12545,3,459
12950,1,367
13015,1,158
13142,2,560
13276,2,200
13392,2,373
13436,3,836
13511,1,574
13514,1,142
13582,3,590
13583,2,666
13694,3,430
13785,3,946
13850,2,531
13915,3,558
14036,3,213
14037,3,137
14102,2,657
14103,1,181
14128,1,817
14137,3,576
14299,2,654
14323,2,177
14361,1,829
14362,1,186
14490,2,680
14530,3,185
14778,3,533
14903,2,218
14992,2,181
14994,3,197
15009,2,611
15010,2,481
15187,3,444
15417,1,701
15508,1,583
15690,2,487
16011,2,539
16155,2,591
16247,2,614
16248,2,226
16286,1,499
16338,2,546
16500,3,481
16651,3,216
16652,2,375
16713,1,593
16897,2,629
16949,1,245
17118,1,249
17120,1,250
17198,3,478
17199,3,272
17308,2,753
17320,3,868
17566,1,515
18196,3,823
18197,1,252
18443,3,946
18460,1,270
18572,2,273
18712,1,280
18739,1,283
18740,2,359
18880,1,656
19092,3,272
19184,1,381
19223,1,284
19225,3,522
19315,1,649
19692,3,530
19785,2,474
19786,3,351
20067,2,461
20245,1,649
20348,3,344
20382,2,329
20677,3,383
20682,1,538
20943,3,646
21257,3,365
21392,2,659
21475,3,346
21613,1,674
21741,2,356
21744,1,354
21785,2,372
22231,2,660
22452,1,474
22556,3,823
22725,3,367
22786,3,815
22787,1,823
22875,3,714
23090,3,452
23235,3,614
23399,3,759
23824,1,678
23825,3,819
23830,3,379
24073,3,589
24081,1,688
24360,1,367
24361,1,593
24364,2,474
24568,2,657
24917,3,823
24920,2,669
24923,3,343
24926,3,393
25063,3,800
25336,3,820
25629,3,823
25631,2,690
25933,1,395
25936,3,429
25944,1,395
26540,3,374
26541,1,621
26622,1,344
26887,3,382
26894,2,428
26895,2,480
26901,1,488
26904,3,397
26907,1,653
27084,2,588
27089,1,818
27090,1,455
27091,1,388
27292,3,511
27401,1,403
27843,3,821
27850,3,944
27851,2,488
27853,3,392
28243,1,701
28486,3,525
28735,3,701
29092,1,487
29573,3,823
29648,1,497
29860,3,441
30005,1,444
30007,1,651
30009,3,512
30147,3,843
30282,1,508
30586,2,653
30587,1,533
30590,1,482
30934,3,658
31158,2,643
31244,3,677
31296,2,654
31297,1,664
31409,3,830
31412,3,678
31414,2,668
31549,1,723
32073,3,512
32150,3,383
32409,2,661
32580,3,629
32840,1,523
32841,1,487
32864,3,946
33163,2,644
33176,3,652
33420,1,553
33629,3,367
33636,2,727
34044,3,675
34052,3,829
34055,3,644
34058,1,802
34226,3,935
34234,3,807
34315,3,764
34316,1,524
34429,1,506
34433,1,517
34681,3,513
34682,3,816
34838,3,809
34839,2,536
35487,1,695
35490,3,1
35492,1,520
35493,3,519
35496,2,596
35497,3,708
35503,1,519
35507,3,945
35508,3,820
35511,1,525
35842,2,642
35847,3,816
36162,1,533
36164,2,642
36166,3,641
36367,2,647
36593,1,817
36596,2,594
36598,3,737
36723,1,533
36724,3,833
36864,1,533
36867,3,803
36969,3,829
36980,3,803
37032,1,536
37106,3,823
37109,3,802
37194,3,817
37219,1,461
37392,3,653
37691,2,543
38006,3,819
38200,3,541
38593,3,868
39111,1,659
39608,1,552
39760,2,672
39781,3,513
39876,2,767
40029,3,679
40032,2,671
40110,1,569
40111,2,819
40249,3,571
40252,3,571
40255,3,821
40263,2,642
40349,2,829
40370,3,369
40504,3,574
40506,3,675
40508,3,562
40894,3,583
40895,1,587
41231,1,805
41616,3,765
41618,3,654
41622,3,773
41690,1,458
41830,1,601
42203,3,938
42205,2,843
42208,3,876
42209,2,690
42211,1,663
42212,2,644
42221,3,647
42424,3,844
42429,3,819
42473,1,613
42623,1,647
42686,3,688
42689,3,820
43121,1,679
43123,2,821
43125,1,828
43130,1,614
43307,3,629
43435,3,611
43471,1,823
43515,1,821
43622,1,638
43729,1,831
43730,2,825
43900,3,646
44044,3,827
44212,2,715
44354,2,674
44355,1,830
44491,1,641
44493,1,833
44593,3,656
44622,1,683
44689,3,669
44693,1,658
44952,2,804
44954,1,707
44960,1,718
45061,2,661
45216,1,666
45220,3,946
45238,1,835
45424,1,837
46180,1,832
46475,2,697
46943,3,829
46946,1,823
46947,1,691
46949,1,678
46954,3,691
46962,2,823
47089,1,699
47202,3,850
47203,1,823
47702,1,768
47708,3,945
48075,3,825
48532,1,719
48539,1,665
48540,1,702
48543,3,945
48546,2,677
48548,3,824
48551,2,823
48552,2,723
48836,3,888
48838,1,701
48843,1,823
49127,1,706
49131,2,820
49134,3,709
49143,3,707
49144,1,703
49182,3,709
49281,1,872
49286,3,821
49384,1,711
49488,1,686
49559,1,828
49706,1,709
49773,3,728
49877,2,828
50203,3,873
50268,2,852
50540,3,744
50967,2,833
51030,3,789
51144,3,608
51787,3,818
51806,1,805
51809,2,728
45,3,760
536,3,804
537,3,18
538,3,12
539,2,385
814,2,654
2161,2,640
2169,3,49
2172,3,384
2182,3,484
2191,3,355
2193,2,822
2194,3,7
2198,3,7
2213,1,427
2217,3,821
2220,3,49
2221,3,484
2222,2,666
2225,1,649
2227,1,7
2229,1,101
2231,2,522
2232,3,590
3680,3,700
3689,3,763
3693,3,481
3698,1,274
3702,1,486
3703,1,8
3706,2,344
3708,3,7
3709,2,482
4087,2,8
4088,3,7
4089,1,12
4090,2,305
4170,2,452
4171,3,8
4440,3,850
4447,3,640
4448,3,8
4451,1,499
4809,2,570
4810,1,372
5082,3,363
5084,2,291
5390,3,49
5391,3,666
5643,1,2
5780,3,398
6204,3,534
6275,3,946
6277,1,481
6477,1,10
6479,1,19
6796,1,547
6797,1,344
6907,3,819
7290,2,6
7515,3,14
7862,3,388
7863,1,23
7865,2,51
7871,2,452
8003,1,7
8191,3,366
8525,3,846
8530,3,801
8744,2,531
8745,3,455
8887,1,841
9199,2,355
9320,3,66
9431,2,461
9570,2,484
9571,3,60
9667,3,820
9783,2,55
9835,3,79
9856,3,508
9939,2,572
10123,2,86
10125,2,522
10371,3,192
10466,3,86
10529,1,87
10622,3,769
10736,3,89
10737,3,395
10815,3,946
10947,1,465
10948,3,521
11220,2,430
11390,1,539
11690,3,562
11790,2,571
11887,1,102
12038,3,918
12039,1,352
12101,3,140
12119,2,497
12192,1,111
12294,2,99
12433,1,120
12487,2,520
12488,2,504
12932,2,144
13112,3,853
13113,1,569
13261,1,136
13262,2,736
13358,1,518
13423,3,204
13485,3,934
13783,3,140
13813,2,567
14020,1,143
14169,1,181
14243,2,170
14440,1,185
14581,3,544
14602,1,644
14603,2,545
14604,3,816
15279,1,369
15280,3,619
15404,2,517
15405,1,211
15489,3,213
15492,2,529
15656,1,536
15757,3,670
16136,1,622
16235,3,868
16307,2,497
16345,3,665
16490,3,340
16765,3,430
16766,2,573
16811,2,479
16965,3,626
17181,1,247
17183,2,252
17284,3,653
17285,1,622
17286,1,666
17367,1,310
17524,3,819
17527,3,826
17712,1,129
17780,2,630
17849,3,822
17927,1,504
18052,1,110
18177,2,770
18262,1,458
18263,3,355
18424,2,482
18456,2,675
18627,3,614
18797,3,646
18839,1,242
18927,3,648
18969,1,291
18970,3,934
18971,1,500
19284,3,523
19344,3,713
19378,1,341
19463,2,652
19464,1,651
19664,2,487
19783,1,737
20181,3,943
20224,1,321
20443,1,335
20478,2,578
20540,1,667
20541,1,344
20656,2,504
20657,1,298
20738,1,372
20868,2,668
20929,3,803
21002,1,573
21228,1,308
21229,1,530
21352,1,481
21462,3,577
21604,3,946
21653,3,664
21719,1,664
21779,3,351
21922,3,816
22140,3,529
22211,3,685
22287,3,646
22288,3,876
22425,1,576
22522,1,428
22629,1,648
22808,1,531
23061,3,396
23062,2,352
23063,2,627
23064,3,519
23292,1,380
23385,2,612
23515,3,817
23516,3,366
23749,1,367
23756,2,668
23760,1,569
24009,3,476
24016,2,382
24019,1,552
24298,2,531
24301,3,803
24306,3,346
24534,3,576
24538,3,560
24846,1,576
24847,1,521
24850,3,374
24852,3,591
24853,1,676
24854,3,530
24856,3,623
24999,2,602
25001,1,425
25137,1,516
25300,3,674
25302,3,383
25560,3,560
25562,3,685
25563,3,383
25564,3,651
25863,1,388
25864,3,354
26399,1,589
26403,3,213
26404,3,688
26406,3,647
26408,3,571
26409,3,946
26411,3,394
26413,1,701
26837,3,623
27045,1,529
27244,1,517
27380,2,562
27381,2,679
27382,1,383
27444,3,406
27734,3,614
27735,1,516
27736,3,519
27738,3,367
27744,2,480
27746,1,517
27747,3,364
27918,3,480
28011,3,382
28104,1,400
28105,1,659
28640,3,654
28846,1,647
29393,1,647
29540,3,454
29729,3,575
29976,1,523
29978,3,439
30117,2,614
30121,2,823
30303,3,496
30641,3,588
30702,2,608
30726,1,654
30773,2,647
30922,1,643
30989,2,644
31072,3,803
31610,2,547
31672,3,804
31723,2,706
31725,1,630
31726,3,655
31727,1,398
31831,2,803
31881,2,504
31950,3,886
32035,2,644
32085,1,647
32388,3,764
32542,1,647
32546,1,502
32549,3,657
32687,2,627
32688,1,487
32816,3,508
33089,3,907
33092,3,810
33252,1,547
33253,3,828
33376,1,574
33378,3,825
33379,3,429
33575,1,804
33962,1,539
33963,3,392
33967,3,818
33969,1,569
33970,1,666
33972,1,506
34086,1,657
34623,3,517
34624,3,647
34626,3,666
34803,1,456
34889,2,676
35341,3,658
35346,3,803
35351,2,665
35352,3,526
35354,1,674
35778,1,654
35786,2,641
35787,1,773
35789,2,530
36028,1,534
36142,2,832
36327,3,656
36329,3,865
36547,3,532
36549,3,859
36699,2,684
36887,2,489
36951,1,534
37018,1,582
37020,3,536
37175,1,539
37308,1,758
37373,2,771
37375,2,652
37459,3,823
37646,1,641
37648,3,818
37836,1,573
37839,3,650
37840,3,823
38331,1,644
38332,1,810
38878,1,559
38880,3,625
38881,3,547
38882,3,651
38883,1,662
39066,1,556
39068,3,678
39224,3,636
39476,1,554
39480,3,821
39587,3,767
39681,1,819
39683,1,566
39684,3,504
39999,1,536
40092,1,504
40213,1,588
40218,1,561
40563,2,842
40577,2,823
40609,3,804
40949,1,821
40969,3,589
41078,2,685
41079,1,400
41133,2,653
41134,1,598
41208,2,766
41590,3,837
42113,1,697
42115,1,426
42118,3,691
42119,1,844
42251,1,608
42590,1,844
42678,1,616
42766,1,575
42767,3,531
43085,1,623
43169,1,614
43260,2,823
43507,3,589
43565,1,629
43570,2,872
44020,3,824
44021,2,647
44298,1,703
44455,3,833
44541,1,649
45281,1,839
45283,1,681
45550,2,667
45551,3,869
45993,1,582
46151,3,817
46323,3,846
46399,1,667
46834,3,705
46844,3,820
46846,2,845
46850,3,708
47573,2,678
47585,1,700
47589,3,829
47594,1,693
47595,3,700
47596,2,818
47597,2,761
47739,1,696
47792,2,710
47958,3,690
47964,3,816
48184,1,709
48448,1,684
48451,2,850
48458,3,761
48460,3,709
48461,2,762
48603,2,461
48783,2,817
48784,3,709
48790,1,697
49072,2,707
49074,2,717
49076,3,651
49254,2,829
49255,1,842
49349,2,741
49646,3,728
49749,2,829
49794,2,657
49929,3,804
50176,1,806
50284,1,733
50520,2,817
50600,3,823
50692,2,818
50783,1,781
51166,1,749
51396,2,870
51488,3,788
51566,3,877
51669,2,827
51862,1,848
38,1,483
429,2,655
430,2,6
431,1,483
432,3,804
435,1,519
436,1,105
439,3,398
446,1,10
1916,3,7
1918,1,519
1924,1,539
1925,1,7
1926,2,519
1927,1,102
1930,1,357
1931,3,791
1955,2,7
1956,1,11
1962,2,80
1963,1,519
1964,3,23
1967,1,6
1968,1,102
1969,1,457
2967,3,106
2970,1,484
3082,3,8
3549,2,484
3552,1,7
3553,2,547
3555,2,11
3557,3,8
3563,3,289
3566,3,308
3571,3,480
3572,3,506
3573,2,522
3574,1,519
3575,3,482
3576,2,481
3577,1,396
4066,3,7
4387,2,519
4388,1,522
4399,1,11
4404,3,356
4405,1,100
4406,2,157
4752,2,821
4756,3,484
4757,1,519
4758,3,274
4759,3,484
4760,2,449
4764,3,534
5051,1,8
5053,3,822
5055,3,506
5349,1,523
5351,1,457
5353,3,805
5354,3,946
5529,1,401
5632,2,591
5869,2,529
5990,2,383
5995,3,822
6270,3,189
6324,2,502
6464,1,478
6575,2,474
6577,2,546
6580,2,827
6581,3,17
6640,3,862
6641,3,821
6681,2,560
6776,2,514
7159,2,547
7160,2,666
7421,2,527
7604,2,563
7819,2,515
7820,3,790
7821,2,71
7828,2,452
8180,3,593
8181,2,610
8269,2,412
8388,2,54
8391,1,119
8618,1,56
8622,3,805
8874,3,920
9041,1,700
9299,1,205
9387,2,66
9697,2,773
9763,1,40
9764,1,78
9767,2,452
9869,1,676
10101,3,506
10106,1,60
10351,3,817
10352,1,101
10353,1,556
10356,1,9
10452,1,479
10609,1,723
10717,2,384
10810,1,11
10995,3,144
11109,1,95
11113,1,362
11149,3,946
11287,2,429
11483,1,103
11685,1,7
11883,2,517
11952,3,552
12093,1,520
12327,2,519
12421,3,563
12564,1,377
12589,2,659
12624,2,518
12876,2,769
12992,1,475
13095,1,574
13097,1,145
13183,2,463
13250,3,156
13340,3,656
13417,1,266
13418,1,156
13420,3,552
13473,2,560
13555,3,477
13665,2,482
13667,1,484
13793,3,518
13931,3,219
14122,1,170
14164,1,219
14279,3,809
14317,3,167
14399,3,285
14597,3,553
14719,1,330
14720,1,202
14893,3,313
14961,2,197
14962,1,194
15101,3,360
15157,2,533
15270,2,518
15314,2,800
15474,3,655
15636,1,537
15808,1,215
15878,1,217
16115,3,647
16203,2,642
16254,1,227
16429,2,546
16483,1,547
16531,2,287
16701,3,572
16742,3,516
16809,3,617
17167,1,246
17496,3,249
17497,1,562
17774,2,519
17844,1,259
17869,1,646
18028,1,275
18030,3,263
18163,1,647
18248,1,659
18418,2,302
18454,3,270
18547,2,637
18693,1,358
18794,2,570
18900,1,289
18934,3,291
18991,2,654
19051,3,652
19151,2,656
19279,2,520
19394,3,677
19650,2,520
19868,1,594
19957,1,531
19999,3,722
20010,2,513
20046,1,316
20148,2,486
20317,1,673
20318,3,326
20410,1,650
20430,3,341
20528,1,678
20640,1,330
20855,2,640
21024,2,516
21084,2,647
21085,2,661
21203,1,297
21205,1,594
21342,2,583
21343,3,817
21528,2,666
21529,2,481
21532,2,659
21533,2,516
21597,1,675
21714,2,664
21840,2,677
22029,3,291
22411,3,382
22474,3,506
22701,3,372
22988,2,561
23043,1,801
23279,1,678
23373,2,701
23487,1,561
23490,2,366
23719,2,357
23721,1,685
23722,3,679
23980,1,663
23982,2,514
23983,1,405
23984,1,384
23993,3,829
24259,1,536
24263,3,818
24264,2,666
24265,1,383
24513,2,566
24803,1,284
24812,3,819
24993,1,400
25070,2,798
25522,2,678
25822,1,366
25824,3,302
25828,1,506
25993,1,399
26322,3,679
26328,1,373
26330,3,664
26335,3,808
26336,1,822
26338,2,815
26791,3,442
26792,3,393
26793,3,651
26794,3,478
27023,2,374
27223,3,823
27369,1,317
27437,3,144
27439,2,816
27705,1,401
27707,3,619
27708,1,516
27713,2,678
28001,1,515
28215,1,714
28296,2,801
28359,3,823
28425,1,414
28477,2,692
28578,1,257
28996,3,437
29071,3,829
29133,3,816
29134,1,647
29135,2,625
29198,1,622
29268,3,647
29269,1,575
29451,2,575
29527,3,647
29632,1,644
29668,2,800
29768,1,674
29956,3,829
29957,3,394
30096,3,749
30098,2,803
30238,3,583
30519,3,669
30523,1,425
30696,2,340
30856,1,457
30857,1,699
31187,2,502
31188,3,483
31713,3,504
31714,1,504
31924,3,463
31986,3,591
32064,3,441
32381,1,507
32382,1,504
32383,3,508
32521,2,645
33048,1,716
33057,1,544
33059,3,515
33060,3,504
33061,1,652
33240,2,829
33241,1,643
33915,2,802
33916,1,531
33920,2,805
33923,1,457
34169,2,808
34170,2,647
34173,3,814
34175,1,817
34383,1,504
34776,2,829
34777,1,523
34883,3,823
35249,3,801
35251,1,517
35252,2,546
35256,3,524
35265,2,636
35267,1,526
35271,3,521
35733,2,652
35735,3,803
35742,3,530
36000,3,657
36001,1,651
36003,1,565
36130,2,821
36131,2,539
36193,3,653
36194,2,648
36312,3,644
36520,3,944
36526,1,772
36689,3,829
36811,3,809
37012,1,536
37078,1,536
37156,1,551
37358,1,657
37363,3,544
37404,2,658
37449,2,818
37520,1,531
37816,2,591
38167,2,573
38299,2,672
38300,1,534
38304,3,531
38496,2,673
38578,1,556
38600,3,829
38674,1,829
38678,1,556
38855,3,642
38857,1,574
39040,1,560
39042,3,817
39043,1,569
39201,3,506
39316,1,639
39454,1,823
39576,3,515
39629,1,547
39833,1,582
39834,3,830
40194,2,821
40409,1,591
40480,3,575
40552,1,572
